0,0,0,0,0,0,40,63,98,151,243,314,408,450,512,
0,0,0,0,0,0,0,62,92,158,210,294,394,506,513,
0,0,0,0,0,0,0,61,94,150,212,322,447,513,513,
0,0,0,0,0,0,0,59,103,156,220,317,408,508,513,
0,0,0,0,0,0,0,49,95,135,210,306,426,513,513,
0,0,0,0,0,0,0,49,102,148,246,303,421,512,513,
0,0,0,0,0,0,35,65,92,162,235,351,469,469,513,
0,0,0,0,0,30,36,53,98,165,259,393,512,513,513,
0,0,0,19,19,19,45,71,105,170,260,350,512,512,513,
0,0,0,0,0,0,0,54,97,159,240,341,509,513,513,

0,0,0,0,0,0,41,73,127,288,288,511,511,511,511,
0,0,0,0,0,0,33,71,116,148,212,288,288,429,429,
0,0,0,0,26,26,26,44,97,140,226,304,378,378,378,
0,0,0,0,0,34,50,72,97,165,215,513,513,513,513,
0,0,0,0,0,0,0,58,116,164,251,251,333,333,333,
0,0,0,0,0,0,37,57,91,157,199,245,349,349,349,
0,0,0,0,0,32,50,78,107,185,247,433,433,433,433,
0,0,0,0,0,0,38,60,103,165,225,371,371,371,371,
0,0,0,0,0,29,29,64,120,180,398,398,398,398,398,
0,0,0,0,0,0,47,73,116,149,200,220,446,446,446,

0,0,0,0,26,26,45,68,115,175,244,335,335,335,335,
0,0,0,0,0,0,0,61,122,181,293,368,513,513,513,
0,0,0,0,0,35,35,53,98,151,201,272,399,513,513,
0,0,0,0,0,0,47,68,90,155,318,510,510,510,510,
0,0,0,0,0,0,47,62,115,157,296,473,513,513,513,
0,0,0,0,0,0,0,63,102,161,251,294,513,513,513,
0,0,0,0,0,0,0,69,101,169,252,300,513,513,513,
0,0,0,0,0,0,53,67,100,175,234,492,492,492,492,
0,0,0,0,29,29,49,74,126,199,295,513,513,513,513,
0,0,0,0,0,0,0,74,100,160,237,365,506,506,506,

0,0,0,0,31,31,54,92,137,223,430,430,430,430,430,
0,0,0,0,0,0,57,88,150,196,410,410,410,410,410,
0,0,0,0,0,32,54,97,134,235,235,364,513,513,513,
0,0,0,0,27,27,61,94,147,180,215,396,396,396,396,
0,0,0,0,0,0,45,101,163,375,375,513,513,513,513,
0,0,0,0,0,0,43,94,149,202,272,272,433,433,433,
0,0,0,0,0,0,59,85,160,257,397,513,513,513,513,
0,0,0,0,0,0,53,85,124,188,293,293,513,513,513,
0,0,0,0,30,35,42,79,147,200,308,513,513,513,513,
0,0,0,0,0,39,39,83,149,307,436,513,513,513,513,

0,0,0,0,0,0,53,84,138,253,413,413,413,413,413,
0,0,0,0,0,0,47,105,169,211,513,513,513,513,513,
0,0,0,0,0,29,60,102,154,308,513,513,513,513,513,
0,0,0,0,0,0,54,91,159,260,260,356,356,440,440,
0,0,0,0,0,0,52,88,149,234,234,513,513,513,513,
0,0,0,0,27,37,57,95,154,227,323,323,513,513,513,
0,0,0,0,0,0,43,98,187,335,335,335,499,499,499,
0,0,0,20,20,34,51,86,128,201,513,513,513,513,513,
0,0,0,0,0,0,0,69,163,513,513,513,513,513,513,
24,24,24,24,24,24,37,77,166,309,513,513,513,513,513,

0,0,0,0,0,0,54,66,146,218,297,297,513,513,513,
0,0,0,31,31,40,54,70,160,261,488,488,488,488,488,
0,0,0,0,0,30,47,90,143,291,291,404,404,404,404,
0,0,0,0,0,0,48,69,128,164,277,473,473,473,473,
0,0,0,0,0,0,34,89,126,210,324,513,513,513,513,
0,0,0,0,0,0,37,74,155,221,423,423,423,423,423,
0,0,27,27,27,27,44,89,169,513,513,513,513,513,513,
0,0,0,0,0,0,0,82,152,255,513,513,513,513,513,
0,0,0,0,0,36,51,85,125,190,513,513,513,513,513,
0,0,0,0,0,0,40,78,151,210,326,513,513,513,513,

15,15,15,15,15,15,49,76,132,189,231,373,373,373,373,
0,0,0,0,0,0,0,62,123,167,240,240,302,302,302,
0,0,0,0,0,25,50,79,156,260,513,513,513,513,513,
0,0,0,0,0,33,33,75,111,206,406,406,406,406,406,
0,0,0,0,0,39,39,73,111,169,282,282,486,486,486,
0,0,0,0,25,25,49,77,120,162,233,233,299,299,299,
0,0,0,0,26,26,41,65,120,167,212,405,405,405,405,
0,0,0,0,0,0,39,67,101,186,241,458,458,458,458,
0,0,0,0,28,28,41,62,152,452,452,452,452,452,452,
0,0,0,0,0,0,35,76,114,181,392,392,392,392,392,


15,0,8,15,15,8,8,8,7,7,7,7,7,7,6,6,
